Year,Date,Block,Sub_Plot,Treatment,ID,Group,Type,Species,Coverage
2,2023-10-30,1,19,C,1-19-C,Forb,Obligate Forb,Pityopsis trayci,0
2,2023-10-30,1,19,C,1-19-C,Forb,Ruderal Forb,Richardia spp.,4
2,2023-10-30,1,19,C,1-19-C,Forb,Ruderal Forb,Rumex hastatulus,0
2,2023-10-30,1,19,C,1-19-C,Grass,Obligate Graminoid,Sorghastrum secundum,0
2,2023-10-30,1,20,W,1-20-W,Grass,Obligate Graminoid,Andropogon ternarius,0
2,2023-10-30,1,20,W,1-20-W,Grass,Andropogon virginicus,Andropogon virginicus,0
2,2023-10-30,1,20,W,1-20-W,Grass,Aristida beyrichiana,Aristida beyrichiana,0
2,2023-10-30,1,20,W,1-20-W,Bare,Bareground,Bareground,1
2,2023-10-30,1,20,W,1-20-W,Forb,Ruderal Forb,Bidens alba,0
2,2023-10-30,1,20,W,1-20-W,Grass,Pasture Grass,Cynodon dactylon,8
2,2023-10-30,1,20,W,1-20-W,Sedge,Ruderal Graminoid,Cyperus spp.,3
2,2023-10-30,1,20,W,1-20-W,Forb,Obligate Forb,Dalea pinnata,4
2,2023-10-30,1,20,W,1-20-W,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
2,2023-10-30,1,20,W,1-20-W,Forb,Ruderal Forb,Galactia spp.,0
2,2023-10-30,1,20,W,1-20-W,Forb,Ruderal Forb,Gamochaeta spp.,0
2,2023-10-30,1,20,W,1-20-W,Forb,Ruderal Forb,Indigofera hirsuta,0
2,2023-10-30,1,20,W,1-20-W,Forb,Ruderal Forb,Oenothera laciniata,0
2,2023-10-30,1,20,W,1-20-W,Forb,Ruderal Forb,Oxalis corniculata,0
2,2023-10-30,1,20,W,1-20-W,Grass,Pasture Grass,Paspalum notatum,4
2,2023-10-30,1,20,W,1-20-W,Grass,Ruderal Graminoid,Paspalum setaceum,0
2,2023-10-30,1,20,W,1-20-W,Forb,Obligate Forb,Pityopsis trayci,8
2,2023-10-30,1,20,W,1-20-W,Forb,Ruderal Forb,Richardia spp.,0
2,2023-10-30,1,20,W,1-20-W,Forb,Ruderal Forb,Rumex hastatulus,0
2,2023-10-30,1,20,W,1-20-W,Grass,Obligate Graminoid,Sorghastrum secundum,6
2,2023-10-30,1,21,BM,1-21-BM,Grass,Obligate Graminoid,Andropogon ternarius,0
2,2023-10-30,1,21,BM,1-21-BM,Grass,Andropogon virginicus,Andropogon virginicus,0
2,2023-10-30,1,21,BM,1-21-BM,Bare,Bareground,Bareground,0
2,2023-10-30,1,21,BM,1-21-BM,Forb,Ruderal Forb,Bidens alba,0
2,2023-10-30,1,21,BM,1-21-BM,Grass,Pasture Grass,Cynodon dactylon,9
2,2023-10-30,1,21,BM,1-21-BM,Sedge,Ruderal Graminoid,Cyperus spp.,5
2,2023-10-30,1,21,BM,1-21-BM,Forb,Obligate Forb,Dalea pinnata,3
2,2023-10-30,1,21,BM,1-21-BM,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
2,2023-10-30,1,21,BM,1-21-BM,Forb,Ruderal Forb,Galactia spp.,0
2,2023-10-30,1,21,BM,1-21-BM,Forb,Ruderal Forb,Gamochaeta spp.,0
2,2023-10-30,1,21,BM,1-21-BM,Forb,Ruderal Forb,Indigofera hirsuta,0
2,2023-10-30,1,21,BM,1-21-BM,Forb,Ruderal Forb,Oenothera laciniata,0
2,2023-10-30,1,21,BM,1-21-BM,Forb,Ruderal Forb,Oxalis corniculata,0
2,2023-10-30,1,21,BM,1-21-BM,Grass,Pasture Grass,Paspalum notatum,1
2,2023-10-30,1,21,BM,1-21-BM,Grass,Ruderal Graminoid,Paspalum setaceum,0
2,2023-10-30,1,21,BM,1-21-BM,Forb,Obligate Forb,Pityopsis trayci,4
2,2023-10-30,1,21,BM,1-21-BM,Forb,Ruderal Forb,Richardia spp.,5
2,2023-10-30,1,21,BM,1-21-BM,Forb,Ruderal Forb,Rumex hastatulus,0
2,2023-10-30,1,21,BM,1-21-BM,Grass,Obligate Graminoid,Sorghastrum secundum,0
2,2023-10-30,1,22,BH,1-22-BH,Grass,Obligate Graminoid,Andropogon ternarius,0
2,2023-10-30,1,22,BH,1-22-BH,Grass,Andropogon virginicus,Andropogon virginicus,4
2,2023-10-30,1,22,BH,1-22-BH,Bare,Bareground,Bareground,1
2,2023-10-30,1,22,BH,1-22-BH,Forb,Ruderal Forb,Bidens alba,0
2,2023-10-30,1,22,BH,1-22-BH,Grass,Pasture Grass,Cynodon dactylon,5
2,2023-10-30,1,22,BH,1-22-BH,Sedge,Ruderal Graminoid,Cyperus spp.,3
2,2023-10-30,1,22,BH,1-22-BH,Forb,Obligate Forb,Dalea pinnata,0
2,2023-10-30,1,22,BH,1-22-BH,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
2,2023-10-30,1,22,BH,1-22-BH,Forb,Ruderal Forb,Galactia spp.,0
2,2023-10-30,1,22,BH,1-22-BH,Forb,Ruderal Forb,Gamochaeta spp.,0
2,2023-10-30,1,22,BH,1-22-BH,Forb,Ruderal Forb,Indigofera hirsuta,0
2,2023-10-30,1,22,BH,1-22-BH,Forb,Ruderal Forb,Oenothera laciniata,0
2,2023-10-30,1,22,BH,1-22-BH,Forb,Ruderal Forb,Oxalis corniculata,0
2,2023-10-30,1,22,BH,1-22-BH,Grass,Pasture Grass,Paspalum notatum,0
2,2023-10-30,1,22,BH,1-22-BH,Grass,Ruderal Graminoid,Paspalum setaceum,0
2,2023-10-30,1,22,BH,1-22-BH,Forb,Obligate Forb,Pityopsis trayci,9
2,2023-10-30,1,22,BH,1-22-BH,Forb,Ruderal Forb,Richardia spp.,0
2,2023-10-30,1,22,BH,1-22-BH,Forb,Ruderal Forb,Rumex hastatulus,0
2,2023-10-30,1,22,BH,1-22-BH,Grass,Obligate Graminoid,Sorghastrum secundum,5
2,2023-10-30,1,23,LM,1-23-LM,Grass,Obligate Graminoid,Andropogon ternarius,0
2,2023-10-30,1,23,LM,1-23-LM,Grass,Andropogon virginicus,Andropogon virginicus,0
2,2023-10-30,1,23,LM,1-23-LM,Bare,Bareground,Bareground,1
2,2023-10-30,1,23,LM,1-23-LM,Forb,Ruderal Forb,Bidens alba,0
2,2023-10-30,1,23,LM,1-23-LM,Grass,Pasture Grass,Cynodon dactylon,4
2,2023-10-30,1,23,LM,1-23-LM,Sedge,Ruderal Graminoid,Cyperus spp.,3
2,2023-10-30,1,23,LM,1-23-LM,Forb,Obligate Forb,Dalea pinnata,5
2,2023-10-30,1,23,LM,1-23-LM,Grass,Eragrostis spectabilis,Eragrostis spectabilis,8
2,2023-10-30,1,23,LM,1-23-LM,Forb,Ruderal Forb,Galactia spp.,0
2,2023-10-30,1,23,LM,1-23-LM,Forb,Ruderal Forb,Gamochaeta spp.,0
2,2023-10-30,1,23,LM,1-23-LM,Forb,Ruderal Forb,Indigofera hirsuta,0
2,2023-10-30,1,23,LM,1-23-LM,Forb,Ruderal Forb,Oenothera laciniata,0
2,2023-10-30,1,23,LM,1-23-LM,Forb,Ruderal Forb,Oxalis corniculata,0
2,2023-10-30,1,23,LM,1-23-LM,Grass,Pasture Grass,Paspalum notatum,3
2,2023-10-30,1,23,LM,1-23-LM,Grass,Ruderal Graminoid,Paspalum setaceum,0
2,2023-10-30,1,23,LM,1-23-LM,Forb,Obligate Forb,Pityopsis trayci,7
2,2023-10-30,1,23,LM,1-23-LM,Forb,Ruderal Forb,Richardia spp.,0
2,2023-10-30,1,23,LM,1-23-LM,Forb,Ruderal Forb,Rumex hastatulus,0
2,2023-10-30,1,23,LM,1-23-LM,Grass,Obligate Graminoid,Sorghastrum secundum,7
2,2023-10-30,1,24,LH,1-24-LH,Grass,Obligate Graminoid,Andropogon ternarius,0
2,2023-10-30,1,24,LH,1-24-LH,Grass,Andropogon virginicus,Andropogon virginicus,0
2,2023-10-30,1,24,LH,1-24-LH,Bare,Bareground,Bareground,3
2,2023-10-30,1,24,LH,1-24-LH,Forb,Ruderal Forb,Bidens alba,0
2,2023-10-30,1,24,LH,1-24-LH,Grass,Pasture Grass,Cynodon dactylon,6
2,2023-10-30,1,24,LH,1-24-LH,Sedge,Ruderal Graminoid,Cyperus spp.,3
2,2023-10-30,1,24,LH,1-24-LH,Forb,Obligate Forb,Dalea pinnata,4
2,2023-10-30,1,24,LH,1-24-LH,Grass,Eragrostis spectabilis,Eragrostis spectabilis,8
2,2023-10-30,1,24,LH,1-24-LH,Forb,Ruderal Forb,Galactia spp.,0
2,2023-10-30,1,24,LH,1-24-LH,Forb,Ruderal Forb,Gamochaeta spp.,0
2,2023-10-30,1,24,LH,1-24-LH,Forb,Ruderal Forb,Indigofera hirsuta,0
2,2023-10-30,1,24,LH,1-24-LH,Forb,Ruderal Forb,Oenothera laciniata,6
2,2023-10-30,1,24,LH,1-24-LH,Forb,Ruderal Forb,Oxalis corniculata,0
2,2023-10-30,1,24,LH,1-24-LH,Grass,Pasture Grass,Paspalum notatum,3
2,2023-10-30,1,24,LH,1-24-LH,Grass,Ruderal Graminoid,Paspalum setaceum,0
2,2023-10-30,1,24,LH,1-24-LH,Forb,Obligate Forb,Pityopsis trayci,7
2,2023-10-30,1,24,LH,1-24-LH,Forb,Ruderal Forb,Richardia spp.,0
2,2023-10-30,1,24,LH,1-24-LH,Forb,Ruderal Forb,Rumex hastatulus,0
2,2023-10-30,1,24,LH,1-24-LH,Grass,Obligate Graminoid,Sorghastrum secundum,6
2,2023-10-30,2,1,C,2-1-C,Grass,Andropogon virginicus,Andropogon virginicus,0
2,2023-10-30,2,1,C,2-1-C,Grass,Pasture Grass,Cynodon dactylon,7
2,2023-10-30,2,1,C,2-1-C,Sedge,Ruderal Graminoid,Cyperus spp.,4
2,2023-10-30,2,1,C,2-1-C,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
2,2023-10-30,2,1,C,2-1-C,Forb,Ruderal Forb,Erigeron canadensis,4
2,2023-10-30,2,1,C,2-1-C,Forb,Ruderal Forb,Indigofera hirsuta,5
2,2023-10-30,2,1,C,2-1-C,Grass,Pasture Grass,Paspalum notatum,7
2,2023-10-30,2,1,C,2-1-C,Forb,Obligate Forb,Pityopsis trayci,0
2,2023-10-30,2,1,C,2-1-C,Forb,Ruderal Forb,Richardia spp.,0
2,2023-10-30,2,1,C,2-1-C,Grass,Obligate Graminoid,Sorghastrum secundum,0
2,2023-10-30,2,2,W,2-2-W,Grass,Andropogon virginicus,Andropogon virginicus,0
2,2023-10-30,2,2,W,2-2-W,Grass,Aristida beyrichiana,Aristida beyrichiana,0
2,2023-10-30,2,2,W,2-2-W,Grass,Pasture Grass,Cynodon dactylon,9
2,2023-10-30,2,2,W,2-2-W,Sedge,Ruderal Graminoid,Cyperus spp.,4
2,2023-10-30,2,2,W,2-2-W,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
2,2023-10-30,2,2,W,2-2-W,Forb,Ruderal Forb,Erigeron canadensis,0
2,2023-10-30,2,2,W,2-2-W,Forb,Ruderal Forb,Indigofera hirsuta,0
2,2023-10-30,2,2,W,2-2-W,Grass,Pasture Grass,Paspalum notatum,5
2,2023-10-30,2,2,W,2-2-W,Forb,Obligate Forb,Pityopsis trayci,0
2,2023-10-30,2,2,W,2-2-W,Forb,Ruderal Forb,Richardia spp.,0
2,2023-10-30,2,2,W,2-2-W,Grass,Obligate Graminoid,Sorghastrum secundum,0
2,2023-10-30,2,3,BM,2-3-BM,Grass,Andropogon virginicus,Andropogon virginicus,3
2,2023-10-30,2,3,BM,2-3-BM,Grass,Pasture Grass,Cynodon dactylon,9
2,2023-10-30,2,3,BM,2-3-BM,Sedge,Ruderal Graminoid,Cyperus spp.,5
2,2023-10-30,2,3,BM,2-3-BM,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
2,2023-10-30,2,3,BM,2-3-BM,Forb,Ruderal Forb,Erigeron canadensis,3
2,2023-10-30,2,3,BM,2-3-BM,Forb,Ruderal Forb,Indigofera hirsuta,4
2,2023-10-30,2,3,BM,2-3-BM,Grass,Pasture Grass,Paspalum notatum,4
2,2023-10-30,2,3,BM,2-3-BM,Forb,Obligate Forb,Pityopsis trayci,0
2,2023-10-30,2,3,BM,2-3-BM,Forb,Ruderal Forb,Richardia spp.,0
2,2023-10-30,2,3,BM,2-3-BM,Grass,Obligate Graminoid,Sorghastrum secundum,0
2,2023-10-30,2,4,BH,2-4-BH,Grass,Andropogon virginicus,Andropogon virginicus,4
2,2023-10-30,2,4,BH,2-4-BH,Grass,Pasture Grass,Cynodon dactylon,8
2,2023-10-30,2,4,BH,2-4-BH,Sedge,Ruderal Graminoid,Cyperus spp.,4
2,2023-10-30,2,4,BH,2-4-BH,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
2,2023-10-30,2,4,BH,2-4-BH,Forb,Ruderal Forb,Erigeron canadensis,0
2,2023-10-30,2,4,BH,2-4-BH,Forb,Ruderal Forb,Indigofera hirsuta,0
2,2023-10-30,2,4,BH,2-4-BH,Grass,Pasture Grass,Paspalum notatum,3
2,2023-10-30,2,4,BH,2-4-BH,Forb,Obligate Forb,Pityopsis trayci,7
2,2023-10-30,2,4,BH,2-4-BH,Forb,Ruderal Forb,Richardia spp.,2
2,2023-10-30,2,4,BH,2-4-BH,Grass,Obligate Graminoid,Sorghastrum secundum,3
2,2023-10-30,2,5,LM,2-5-LM,Grass,Andropogon virginicus,Andropogon virginicus,0
2,2023-10-30,2,5,LM,2-5-LM,Grass,Pasture Grass,Cynodon dactylon,6
2,2023-10-30,2,5,LM,2-5-LM,Sedge,Ruderal Graminoid,Cyperus spp.,3
2,2023-10-30,2,5,LM,2-5-LM,Grass,Eragrostis spectabilis,Eragrostis spectabilis,5
2,2023-10-30,2,5,LM,2-5-LM,Forb,Ruderal Forb,Erigeron canadensis,0
2,2023-10-30,2,5,LM,2-5-LM,Forb,Ruderal Forb,Indigofera hirsuta,0
2,2023-10-30,2,5,LM,2-5-LM,Grass,Pasture Grass,Paspalum notatum,4
2,2023-10-30,2,5,LM,2-5-LM,Forb,Obligate Forb,Pityopsis trayci,8
2,2023-10-30,2,5,LM,2-5-LM,Forb,Ruderal Forb,Richardia spp.,0
2,2023-10-30,2,5,LM,2-5-LM,Grass,Obligate Graminoid,Sorghastrum secundum,4
2,2023-10-30,2,6,LH,2-6-LH,Grass,Andropogon virginicus,Andropogon virginicus,0
2,2023-10-30,2,6,LH,2-6-LH,Grass,Pasture Grass,Cynodon dactylon,8
2,2023-10-30,2,6,LH,2-6-LH,Sedge,Ruderal Graminoid,Cyperus spp.,3
2,2023-10-30,2,6,LH,2-6-LH,Grass,Eragrostis spectabilis,Eragrostis spectabilis,4
2,2023-10-30,2,6,LH,2-6-LH,Forb,Ruderal Forb,Erigeron canadensis,0
2,2023-10-30,2,6,LH,2-6-LH,Forb,Ruderal Forb,Indigofera hirsuta,0
2,2023-10-30,2,6,LH,2-6-LH,Grass,Pasture Grass,Paspalum notatum,3
2,2023-10-30,2,6,LH,2-6-LH,Forb,Obligate Forb,Pityopsis trayci,4
2,2023-10-30,2,6,LH,2-6-LH,Forb,Ruderal Forb,Richardia spp.,0
2,2023-10-30,2,6,LH,2-6-LH,Grass,Obligate Graminoid,Sorghastrum secundum,3
2,2023-10-30,2,7,LM,2-7-LM,Grass,Andropogon virginicus,Andropogon virginicus,0
2,2023-10-30,2,7,LM,2-7-LM,Grass,Pasture Grass,Cynodon dactylon,6
2,2023-10-30,2,7,LM,2-7-LM,Sedge,Ruderal Graminoid,Cyperus spp.,4
2,2023-10-30,2,7,LM,2-7-LM,Grass,Eragrostis spectabilis,Eragrostis spectabilis,6
2,2023-10-30,2,7,LM,2-7-LM,Forb,Ruderal Forb,Erigeron canadensis,0
2,2023-10-30,2,7,LM,2-7-LM,Forb,Ruderal Forb,Indigofera hirsuta,5
2,2023-10-30,2,7,LM,2-7-LM,Grass,Pasture Grass,Paspalum notatum,4
2,2023-10-30,2,7,LM,2-7-LM,Forb,Obligate Forb,Pityopsis trayci,8
2,2023-10-30,2,7,LM,2-7-LM,Forb,Ruderal Forb,Richardia spp.,0
2,2023-10-30,2,7,LM,2-7-LM,Grass,Obligate Graminoid,Sorghastrum secundum,5
2,2023-10-30,2,8,BM,2-8-BM,Grass,Andropogon virginicus,Andropogon virginicus,4
2,2023-10-30,2,8,BM,2-8-BM,Grass,Pasture Grass,Cynodon dactylon,6
2,2023-10-30,2,8,BM,2-8-BM,Sedge,Ruderal Graminoid,Cyperus spp.,5
2,2023-10-30,2,8,BM,2-8-BM,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
2,2023-10-30,2,8,BM,2-8-BM,Forb,Ruderal Forb,Erigeron canadensis,0
2,2023-10-30,2,8,BM,2-8-BM,Forb,Ruderal Forb,Indigofera hirsuta,4
2,2023-10-30,2,8,BM,2-8-BM,Grass,Pasture Grass,Paspalum notatum,7
2,2023-10-30,2,8,BM,2-8-BM,Forb,Obligate Forb,Pityopsis trayci,7
2,2023-10-30,2,8,BM,2-8-BM,Forb,Ruderal Forb,Richardia spp.,3
2,2023-10-30,2,8,BM,2-8-BM,Grass,Obligate Graminoid,Sorghastrum secundum,3
2,2023-10-30,2,9,LH,2-9-LH,Grass,Andropogon virginicus,Andropogon virginicus,0
2,2023-10-30,2,9,LH,2-9-LH,Grass,Pasture Grass,Cynodon dactylon,5
2,2023-10-30,2,9,LH,2-9-LH,Sedge,Ruderal Graminoid,Cyperus spp.,4
2,2023-10-30,2,9,LH,2-9-LH,Grass,Eragrostis spectabilis,Eragrostis spectabilis,9
2,2023-10-30,2,9,LH,2-9-LH,Forb,Ruderal Forb,Erigeron canadensis,0
2,2023-10-30,2,9,LH,2-9-LH,Forb,Ruderal Forb,Indigofera hirsuta,0
2,2023-10-30,2,9,LH,2-9-LH,Grass,Pasture Grass,Paspalum notatum,4
2,2023-10-30,2,9,LH,2-9-LH,Forb,Obligate Forb,Pityopsis trayci,4
2,2023-10-30,2,9,LH,2-9-LH,Woody,Woody,Quercus hemisphaerica,2
2,2023-10-30,2,9,LH,2-9-LH,Forb,Ruderal Forb,Richardia spp.,3
2,2023-10-30,2,9,LH,2-9-LH,Grass,Obligate Graminoid,Sorghastrum secundum,6
2,2023-10-30,2,10,W,2-10-W,Grass,Andropogon virginicus,Andropogon virginicus,0
2,2023-10-30,2,10,W,2-10-W,Grass,Aristida beyrichiana,Aristida beyrichiana,0
2,2023-10-30,2,10,W,2-10-W,Grass,Pasture Grass,Cynodon dactylon,4
2,2023-10-30,2,10,W,2-10-W,Sedge,Ruderal Graminoid,Cyperus spp.,3
2,2023-10-30,2,10,W,2-10-W,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
2,2023-10-30,2,10,W,2-10-W,Forb,Ruderal Forb,Erigeron canadensis,0
2,2023-10-30,2,10,W,2-10-W,Forb,Ruderal Forb,Indigofera hirsuta,4
2,2023-10-30,2,10,W,2-10-W,Grass,Pasture Grass,Paspalum notatum,6
2,2023-10-30,2,10,W,2-10-W,Forb,Obligate Forb,Pityopsis trayci,7
2,2023-10-30,2,10,W,2-10-W,Forb,Ruderal Forb,Richardia spp.,3
2,2023-10-30,2,10,W,2-10-W,Grass,Obligate Graminoid,Sorghastrum secundum,5
2,2023-10-30,2,11,C,2-11-C,Grass,Andropogon virginicus,Andropogon virginicus,0
2,2023-10-30,2,11,C,2-11-C,Grass,Pasture Grass,Cynodon dactylon,7
2,2023-10-30,2,11,C,2-11-C,Sedge,Ruderal Graminoid,Cyperus spp.,3
2,2023-10-30,2,11,C,2-11-C,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
2,2023-10-30,2,11,C,2-11-C,Forb,Ruderal Forb,Erigeron canadensis,3
2,2023-10-30,2,11,C,2-11-C,Forb,Ruderal Forb,Indigofera hirsuta,2
2,2023-10-30,2,11,C,2-11-C,Grass,Pasture Grass,Paspalum notatum,8
2,2023-10-30,2,11,C,2-11-C,Forb,Obligate Forb,Pityopsis trayci,0
2,2023-10-30,2,11,C,2-11-C,Forb,Ruderal Forb,Richardia spp.,0
2,2023-10-30,2,11,C,2-11-C,Grass,Obligate Graminoid,Sorghastrum secundum,0
2,2023-10-30,2,12,BH,2-12-BH,Grass,Andropogon virginicus,Andropogon virginicus,2
2,2023-10-30,2,12,BH,2-12-BH,Grass,Pasture Grass,Cynodon dactylon,9
2,2023-10-30,2,12,BH,2-12-BH,Sedge,Ruderal Graminoid,Cyperus spp.,3
2,2023-10-30,2,12,BH,2-12-BH,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
2,2023-10-30,2,12,BH,2-12-BH,Forb,Ruderal Forb,Erigeron canadensis,5
2,2023-10-30,2,12,BH,2-12-BH,Forb,Ruderal Forb,Indigofera hirsuta,5
2,2023-10-30,2,12,BH,2-12-BH,Grass,Pasture Grass,Paspalum notatum,5
2,2023-10-30,2,12,BH,2-12-BH,Forb,Obligate Forb,Pityopsis trayci,0
2,2023-10-30,2,12,BH,2-12-BH,Forb,Ruderal Forb,Richardia spp.,0
2,2023-10-30,2,12,BH,2-12-BH,Grass,Obligate Graminoid,Sorghastrum secundum,0
2,2023-10-30,2,13,BH,2-13-BH,Grass,Andropogon virginicus,Andropogon virginicus,4
2,2023-10-30,2,13,BH,2-13-BH,Grass,Pasture Grass,Cynodon dactylon,6
2,2023-10-30,2,13,BH,2-13-BH,Sedge,Ruderal Graminoid,Cyperus spp.,4
2,2023-10-30,2,13,BH,2-13-BH,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
2,2023-10-30,2,13,BH,2-13-BH,Forb,Ruderal Forb,Erigeron canadensis,3
2,2023-10-30,2,13,BH,2-13-BH,Forb,Ruderal Forb,Indigofera hirsuta,2
2,2023-10-30,2,13,BH,2-13-BH,Grass,Pasture Grass,Paspalum notatum,5
2,2023-10-30,2,13,BH,2-13-BH,Forb,Obligate Forb,Pityopsis trayci,7
2,2023-10-30,2,13,BH,2-13-BH,Forb,Ruderal Forb,Richardia spp.,3
2,2023-10-30,2,13,BH,2-13-BH,Grass,Obligate Graminoid,Sorghastrum secundum,7
2,2023-10-30,2,14,LH,2-14-LH,Grass,Andropogon virginicus,Andropogon virginicus,0
2,2023-10-30,2,14,LH,2-14-LH,Grass,Pasture Grass,Cynodon dactylon,3
2,2023-10-30,2,14,LH,2-14-LH,Sedge,Ruderal Graminoid,Cyperus spp.,2
2,2023-10-30,2,14,LH,2-14-LH,Forb,Obligate Forb,Dalea pinnata,6
2,2023-10-30,2,14,LH,2-14-LH,Grass,Eragrostis spectabilis,Eragrostis spectabilis,8
2,2023-10-30,2,14,LH,2-14-LH,Forb,Ruderal Forb,Erigeron canadensis,0
2,2023-10-30,2,14,LH,2-14-LH,Forb,Ruderal Forb,Indigofera hirsuta,0
2,2023-10-30,2,14,LH,2-14-LH,Forb,Ruderal Forb,Lactuca canadensis,2
2,2023-10-30,2,14,LH,2-14-LH,Grass,Pasture Grass,Paspalum notatum,3
2,2023-10-30,2,14,LH,2-14-LH,Forb,Obligate Forb,Pityopsis trayci,6
2,2023-10-30,2,14,LH,2-14-LH,Forb,Ruderal Forb,Richardia spp.,3
2,2023-10-30,2,14,LH,2-14-LH,Grass,Obligate Graminoid,Sorghastrum secundum,7
2,2023-10-30,2,15,W,2-15-W,Grass,Andropogon virginicus,Andropogon virginicus,0
2,2023-10-30,2,15,W,2-15-W,Grass,Aristida beyrichiana,Aristida beyrichiana,0
2,2023-10-30,2,15,W,2-15-W,Grass,Pasture Grass,Cynodon dactylon,6
2,2023-10-30,2,15,W,2-15-W,Sedge,Ruderal Graminoid,Cyperus spp.,4
2,2023-10-30,2,15,W,2-15-W,Forb,Obligate Forb,Dalea pinnata,6
2,2023-10-30,2,15,W,2-15-W,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
2,2023-10-30,2,15,W,2-15-W,Forb,Ruderal Forb,Erigeron canadensis,0
2,2023-10-30,2,15,W,2-15-W,Forb,Ruderal Forb,Indigofera hirsuta,3
2,2023-10-30,2,15,W,2-15-W,Grass,Pasture Grass,Paspalum notatum,6
2,2023-10-30,2,15,W,2-15-W,Forb,Obligate Forb,Pityopsis trayci,3
2,2023-10-30,2,15,W,2-15-W,Forb,Ruderal Forb,Richardia spp.,2
2,2023-10-30,2,15,W,2-15-W,Grass,Obligate Graminoid,Sorghastrum secundum,7
2,2023-10-30,2,16,LM,2-16-LM,Grass,Andropogon virginicus,Andropogon virginicus,0
2,2023-10-30,2,16,LM,2-16-LM,Grass,Pasture Grass,Cynodon dactylon,5
2,2023-10-30,2,16,LM,2-16-LM,Sedge,Ruderal Graminoid,Cyperus spp.,3
2,2023-10-30,2,16,LM,2-16-LM,Grass,Eragrostis spectabilis,Eragrostis spectabilis,8
2,2023-10-30,2,16,LM,2-16-LM,Forb,Ruderal Forb,Erigeron canadensis,3
2,2023-10-30,2,16,LM,2-16-LM,Forb,Ruderal Forb,Indigofera hirsuta,4
2,2023-10-30,2,16,LM,2-16-LM,Grass,Pasture Grass,Paspalum notatum,5
2,2023-10-30,2,16,LM,2-16-LM,Forb,Obligate Forb,Pityopsis trayci,8
2,2023-10-30,2,16,LM,2-16-LM,Forb,Ruderal Forb,Richardia spp.,2
2,2023-10-30,2,16,LM,2-16-LM,Forb,Ruderal Forb,"Solanum viarum",2
2,2023-10-30,2,16,LM,2-16-LM,Grass,Obligate Graminoid,Sorghastrum secundum,6
2,2023-10-30,2,17,BM,2-17-BM,Grass,Andropogon virginicus,Andropogon virginicus,5
2,2023-10-30,2,17,BM,2-17-BM,Grass,Pasture Grass,Cynodon dactylon,6
2,2023-10-30,2,17,BM,2-17-BM,Sedge,Ruderal Graminoid,Cyperus spp.,3
2,2023-10-30,2,17,BM,2-17-BM,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
2,2023-10-30,2,17,BM,2-17-BM,Forb,Ruderal Forb,Erigeron canadensis,3
2,2023-10-30,2,17,BM,2-17-BM,Forb,Ruderal Forb,Indigofera hirsuta,0
2,2023-10-30,2,17,BM,2-17-BM,Grass,Pasture Grass,Paspalum notatum,6
2,2023-10-30,2,17,BM,2-17-BM,Forb,Obligate Forb,Pityopsis trayci,7
2,2023-10-30,2,17,BM,2-17-BM,Forb,Ruderal Forb,Richardia spp.,0
2,2023-10-30,2,17,BM,2-17-BM,Grass,Obligate Graminoid,Sorghastrum secundum,6
2,2023-10-30,2,18,C,2-18-C,Grass,Andropogon virginicus,Andropogon virginicus,0
2,2023-10-30,2,18,C,2-18-C,Grass,Pasture Grass,Cynodon dactylon,8
2,2023-10-30,2,18,C,2-18-C,Sedge,Ruderal Graminoid,Cyperus spp.,2
2,2023-10-30,2,18,C,2-18-C,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
2,2023-10-30,2,18,C,2-18-C,Forb,Ruderal Forb,Erigeron canadensis,5
2,2023-10-30,2,18,C,2-18-C,Forb,Ruderal Forb,Indigofera hirsuta,0
2,2023-10-30,2,18,C,2-18-C,Grass,Pasture Grass,Paspalum notatum,8
2,2023-10-30,2,18,C,2-18-C,Forb,Obligate Forb,Pityopsis trayci,0
2,2023-10-30,2,18,C,2-18-C,Forb,Ruderal Forb,Richardia spp.,0
2,2023-10-30,2,18,C,2-18-C,Grass,Obligate Graminoid,Sorghastrum secundum,0
2,2023-10-30,2,19,W,2-19-W,Grass,Andropogon virginicus,Andropogon virginicus,0
2,2023-10-30,2,19,W,2-19-W,Grass,Aristida beyrichiana,Aristida beyrichiana,0
2,2023-10-30,2,19,W,2-19-W,Grass,Pasture Grass,Cynodon dactylon,7
2,2023-10-30,2,19,W,2-19-W,Sedge,Ruderal Graminoid,Cyperus spp.,4
2,2023-10-30,2,19,W,2-19-W,Forb,Obligate Forb,Dalea pinnata,7
